CountryName,Region,Under5DeathsPer1000,FertilityRate
Trinidad and Tobago,Latin America & Caribbean,28.6,1.931
Tunisia,Middle East & North Africa,42.8,2.673
Turkiye,Europe & Central Asia,53.8,2.792
Turkmenistan,Europe & Central Asia,79.9,3.507
Turks and Caicos Islands,Latin America & Caribbean,11.0,2.992
Tuvalu,East Asia & Pacific,48.6,4.024
Uganda,Sub-Saharan Africa,165.3,6.917
Ukraine,Europe & Central Asia,20.1,1.398
United Arab Emirates,Middle East & North Africa,13.1,3.274
United Kingdom,Europe & Central Asia,7.2,1.71
United States,North America,9.5,1.978
Uruguay,Latin America & Caribbean,20.6,2.401
Uzbekistan,Europe & Central Asia,69.4,3.596
Vanuatu,East Asia & Pacific,30.7,4.765
"Venezuela, RB",Latin America & Caribbean,26.3,3.082
Vietnam,East Asia & Pacific,39.2,2.664
Virgin Islands (U.S.),Latin America & Caribbean,,2.717
West Bank and Gaza,Middle East & North Africa,36.3,6.175
"Yemen, Rep.",Middle East & North Africa,112.1,7.525
Zambia,Sub-Saharan Africa,174.8,6.241
Zimbabwe,Sub-Saharan Africa,98.7,4.154
Afghanistan,South Asia,146.0,7.709
Albania,Europe & Central Asia,32.5,2.615
Algeria,Middle East & North Africa,47.3,3.136
American Samoa,East Asia & Pacific,,
Andorra,Europe & Central Asia,9.4,
Angola,Sub-Saharan Africa,220.9,6.851
Antigua and Barbuda,Latin America & Caribbean,16.0,2.266
Argentina,Latin America & Caribbean,23.2,2.781
Armenia,Europe & Central Asia,37.2,1.97
Aruba,Latin America & Caribbean,,2.153
Australia,East Asia & Pacific,6.8,1.796
Austria,Europe & Central Asia,6.3,1.45
Azerbaijan,Europe & Central Asia,91.9,2.06
"Bahamas, The",Latin America & Caribbean,17.7,2.36
Bahrain,Middle East & North Africa,16.6,3.007
Bangladesh,South Asia,108.6,3.504
Barbados,Latin America & Caribbean,14.9,1.732
Belarus,Europe & Central Asia,15.5,1.335
Belgium,Europe & Central Asia,7.1,1.59
Belize,Latin America & Caribbean,27.6,3.852
Benin,Sub-Saharan Africa,149.9,6.261
Bermuda,North America,,1.698
Bhutan,South Asia,95.3,4.369
Bolivia,Latin America & Caribbean,93.7,4.336
Bosnia and Herzegovina,Europe & Central Asia,12.2,1.651
Botswana,Sub-Saharan Africa,65.6,3.6
Brazil,Latin America & Caribbean,45.0,2.516
British Virgin Islands,Latin America & Caribbean,16.5,1.802
Brunei Darussalam,East Asia & Pacific,12.0,2.677
Bulgaria,Europe & Central Asia,19.3,1.23
Burkina Faso,Sub-Saharan Africa,192.3,6.779
Burundi,Sub-Saharan Africa,170.5,7.123
Cabo Verde,Sub-Saharan Africa,54.6,4.287
Cambodia,East Asia & Pacific,120.1,4.594
Cameroon,Sub-Saharan Africa,147.9,5.828
Canada,North America,6.7,1.63
Cayman Islands,Latin America & Caribbean,,
Central African Republic,Sub-Saharan Africa,173.3,5.989
Chad,Sub-Saharan Africa,196.4,7.292
Channel Islands,Europe & Central Asia,,1.538
Chile,Latin America & Caribbean,12.5,2.245
China,East Asia & Pacific,45.5,1.554
Colombia,Latin America & Caribbean,28.8,2.802
Comoros,Sub-Saharan Africa,105.9,5.69
"Congo, Dem. Rep.",Sub-Saharan Africa,173.6,6.72
"Congo, Rep.",Sub-Saharan Africa,108.5,4.966
Costa Rica,Latin America & Caribbean,14.7,2.71
Cote d'Ivoire,Sub-Saharan Africa,152.2,6.005
Croatia,Europe & Central Asia,9.6,1.67
Cuba,Latin America & Caribbean,10.4,1.437
Curacao,Latin America & Caribbean,,2.172
Cyprus,Europe & Central Asia,8.5,1.953
Czechia,Europe & Central Asia,7.7,1.18
Denmark,Europe & Central Asia,6.3,1.75
Djibouti,Middle East & North Africa,107.9,5.153
Dominica,Latin America & Caribbean,15.9,2.519
Dominican Republic,Latin America & Caribbean,46.0,3.04
Ecuador,Latin America & Caribbean,38.2,3.345
"Egypt, Arab Rep.",Middle East & North Africa,60.5,3.733
El Salvador,Latin America & Caribbean,42.2,3.482
Equatorial Guinea,Sub-Saharan Africa,169.1,5.96
Eritrea,Sub-Saharan Africa,107.5,5.841
Estonia,Europe & Central Asia,14.8,1.37
Eswatini,Sub-Saharan Africa,90.7,4.347
Ethiopia,Sub-Saharan Africa,164.9,6.923
Faroe Islands,Europe & Central Asia,,2.584
Fiji,East Asia & Pacific,23.9,3.262
Finland,Europe & Central Asia,4.9,1.78
France,Europe & Central Asia,6.1,1.75
French Polynesia,East Asia & Pacific,,2.718
Gabon,Sub-Saharan Africa,88.2,4.742
"Gambia, The",Sub-Saharan Africa,133.5,5.956
Georgia,Europe & Central Asia,44.1,1.792
Germany,Europe & Central Asia,6.2,1.3
Ghana,Sub-Saharan Africa,112.7,4.931
Gibraltar,Europe & Central Asia,,2.52
Greece,Europe & Central Asia,8.1,1.26
Greenland,Europe & Central Asia,,2.493
Grenada,Latin America & Caribbean,16.7,2.987
Guam,East Asia & Pacific,,3.033
Guatemala,Latin America & Caribbean,61.6,5.008
Guinea,Sub-Saharan Africa,193.0,6.249
Guinea-Bissau,Sub-Saharan Africa,195.0,6.092
Guyana,Latin America & Caribbean,51.7,3.069
Haiti,Latin America & Caribbean,119.7,4.777
Honduras,Latin America & Caribbean,44.6,4.639
"Hong Kong SAR, China",East Asia & Pacific,,1.191
Hungary,Europe & Central Asia,11.9,1.46
Iceland,Europe & Central Asia,5.1,2.12
India,South Asia,106.0,3.582
Indonesia,East Asia & Pacific,63.1,2.77
"Iran, Islamic Rep.",Middle East & North Africa,43.8,2.566
Iraq,Middle East & North Africa,48.2,5.285
Ireland,Europe & Central Asia,7.3,1.88
Isle of Man,Europe & Central Asia,,1.717
Israel,Middle East & North Africa,8.2,2.9
Italy,Europe & Central Asia,7.0,1.2
Jamaica,Latin America & Caribbean,23.5,2.674
Japan,East Asia & Pacific,5.5,1.43
Jordan,Middle East & North Africa,30.0,4.512
Kazakhstan,Europe & Central Asia,51.7,2.13
Kenya,Sub-Saharan Africa,110.0,5.306
Kiribati,East Asia & Pacific,75.0,4.39
"Korea, Dem. People's Rep.",East Asia & Pacific,75.7,2.107
"Korea, Rep.",East Asia & Pacific,9.7,1.574
Kosovo,Europe & Central Asia,68.3,2.599
Kuwait,Middle East & North Africa,14.1,3.059
Kyrgyz Republic,Europe & Central Asia,61.0,2.8
Lao PDR,East Asia & Pacific,124.3,5.148
Latvia,Europe & Central Asia,19.0,1.16
Lebanon,Middle East & North Africa,24.4,2.736
Lesotho,Sub-Saharan Africa,95.9,4.071
Liberia,Sub-Saharan Africa,237.4,6.129
Libya,Middle East & North Africa,31.9,3.439
Liechtenstein,Europe & Central Asia,,
Lithuania,Europe & Central Asia,13.5,1.49
Luxembourg,Europe & Central Asia,5.9,1.77
"Macao SAR, China",East Asia & Pacific,,1.254
Madagascar,Sub-Saharan Africa,126.0,5.888
Malawi,Sub-Saharan Africa,205.0,6.314
Malaysia,East Asia & Pacific,12.9,3.281
Maldives,South Asia,57.6,3.931
Mali,Sub-Saharan Africa,208.2,6.95
Malta,Middle East & North Africa,9.0,1.99
Marshall Islands,East Asia & Pacific,41.1,5.017
Mauritania,Sub-Saharan Africa,110.3,5.713
Mauritius,Sub-Saharan Africa,22.7,2.12
Mexico,Latin America & Caribbean,34.1,2.956
"Micronesia, Fed. Sts.",East Asia & Pacific,43.1,4.617
Moldova,Europe & Central Asia,38.8,1.725
Monaco,Europe & Central Asia,6.0,
Mongolia,East Asia & Pacific,82.7,2.618
Montenegro,Europe & Central Asia,15.1,1.944
Morocco,Middle East & North Africa,62.2,3.219
Mozambique,Sub-Saharan Africa,211.8,5.85
Myanmar,East Asia & Pacific,99.3,3.043
Namibia,Sub-Saharan Africa,73.9,4.212
Nauru,East Asia & Pacific,50.0,3.815
Nepal,South Asia,99.9,4.595
Netherlands,Europe & Central Asia,6.7,1.53
New Caledonia,East Asia & Pacific,,2.65
New Zealand,East Asia & Pacific,8.4,1.96
Nicaragua,Latin America & Caribbean,48.7,3.62
Niger,Sub-Saharan Africa,268.6,7.762
Nigeria,Sub-Saharan Africa,201.0,6.217
North Macedonia,Europe & Central Asia,21.1,2.061
Northern Mariana Islands,East Asia & Pacific,,
Norway,Europe & Central Asia,5.4,1.89
Oman,Middle East & North Africa,22.2,4.895
Pakistan,South Asia,121.2,5.771
Palau,East Asia & Pacific,31.2,
Panama,Latin America & Caribbean,27.9,2.83
Papua New Guinea,East Asia & Pacific,76.1,4.728
Paraguay,Latin America & Caribbean,37.3,4.014
Peru,Latin America & Caribbean,53.4,3.203
Philippines,East Asia & Pacific,42.1,3.967
Poland,Europe & Central Asia,13.2,1.59
Portugal,Europe & Central Asia,9.1,1.44
Puerto Rico,Latin America & Caribbean,,1.94
Qatar,Middle East & North Africa,14.6,3.5
Romania,Europe & Central Asia,26.7,1.3
Russian Federation,Europe & Central Asia,21.7,1.27
Rwanda,Sub-Saharan Africa,224.1,6.251
Samoa,East Asia & Pacific,24.5,4.739
San Marino,Europe & Central Asia,7.9,
Sao Tome and Principe,Sub-Saharan Africa,101.6,5.414
Saudi Arabia,Middle East & North Africa,28.5,4.769
Senegal,Sub-Saharan Africa,139.2,5.723
Serbia,Europe & Central Asia,17.4,1.644
Seychelles,Sub-Saharan Africa,14.2,
Sierra Leone,Sub-Saharan Africa,244.7,6.552
Singapore,East Asia & Pacific,4.8,1.66
Sint Maarten (Dutch part),Latin America & Caribbean,,2.129
Slovak Republic,Europe & Central Asia,11.5,1.47
Slovenia,Europe & Central Asia,6.9,1.28
Solomon Islands,East Asia & Pacific,32.8,5.118
Somalia,Sub-Saharan Africa,172.9,7.621
South Africa,Sub-Saharan Africa,62.6,2.991
South Sudan,Sub-Saharan Africa,215.0,7.985
Spain,Europe & Central Asia,6.5,1.14
Sri Lanka,South Asia,19.2,2.238
St. Kitts and Nevis,Latin America & Caribbean,27.3,2.325
St. Lucia,Latin America & Caribbean,19.2,2.772
St. Martin (French part),Latin America & Caribbean,,2.736
St. Vincent and the Grenadines,Latin America & Caribbean,22.4,2.569
Sudan,Sub-Saharan Africa,117.1,5.707
Suriname,Latin America & Caribbean,36.3,3.03
Sweden,Europe & Central Asia,4.5,1.6
Switzerland,Europe & Central Asia,6.1,1.5
Syrian Arab Republic,Middle East & North Africa,27.8,4.428
Tajikistan,Europe & Central Asia,108.1,4.441
Tanzania,Sub-Saharan Africa,153.8,5.848
Thailand,East Asia & Pacific,26.9,1.893
Timor-Leste,East Asia & Pacific,134.1,5.941
Togo,Sub-Saharan Africa,133.6,5.543
Tonga,East Asia & Pacific,18.5,4.433
Trinidad and Tobago,Latin America & Caribbean,28.4,1.874
Tunisia,Middle East & North Africa,40.0,2.505
Turkiye,Europe & Central Asia,50.3,2.793
Turkmenistan,Europe & Central Asia,79.5,3.336
Turks and Caicos Islands,Latin America & Caribbean,10.5,2.896
Tuvalu,East Asia & Pacific,47.4,4.019
Uganda,Sub-Saharan Africa,163.1,6.894
Ukraine,Europe & Central Asia,20.2,1.335
United Arab Emirates,Middle East & North Africa,12.6,3.232
United Kingdom,Europe & Central Asia,7.0,1.73
United States,North America,9.2,1.976
Uruguay,Latin America & Caribbean,20.0,2.364
Uzbekistan,Europe & Central Asia,68.6,3.32
Vanuatu,East Asia & Pacific,30.2,4.688
"Venezuela, RB",Latin America & Caribbean,25.5,3.022
Vietnam,East Asia & Pacific,37.0,2.444
Virgin Islands (U.S.),Latin America & Caribbean,,2.559
West Bank and Gaza,Middle East & North Africa,34.9,5.997
"Yemen, Rep.",Middle East & North Africa,109.8,7.02
Zambia,Sub-Saharan Africa,171.6,6.183
Zimbabwe,Sub-Saharan Africa,100.4,4.109
Afghanistan,South Asia,141.6,7.667
Albania,Europe & Central Asia,31.2,2.497
Algeria,Middle East & North Africa,46.0,2.897
American Samoa,East Asia & Pacific,,
Andorra,Europe & Central Asia,8.9,
Angola,Sub-Saharan Africa,218.2,6.789
Antigua and Barbuda,Latin America & Caribbean,16.1,2.19
Argentina,Latin America & Caribbean,22.2,2.706
Armenia,Europe & Central Asia,35.5,1.892
Aruba,Latin America & Caribbean,,2.144
Australia,East Asia & Pacific,6.6,1.778
Austria,Europe & Central Asia,6.0,1.39
Azerbaijan,Europe & Central Asia,88.7,2.07
"Bahamas, The",Latin America & Caribbean,17.0,2.399
Bahrain,Middle East & North Africa,15.2,2.936
Bangladesh,South Asia,102.7,3.491
Barbados,Latin America & Caribbean,14.8,1.74
Belarus,Europe & Central Asia,15.1,1.25
Belgium,Europe & Central Asia,6.6,1.6
Belize,Latin America & Caribbean,26.5,3.854
Benin,Sub-Saharan Africa,146.5,6.204
Bermuda,North America,,1.692
Bhutan,South Asia,90.5,4.088
Bolivia,Latin America & Caribbean,89.2,4.219
Bosnia and Herzegovina,Europe & Central Asia,11.5,1.677
Botswana,Sub-Saharan Africa,69.4,3.458
Brazil,Latin America & Caribbean,42.2,2.465
British Virgin Islands,Latin America & Caribbean,16.3,2.029
Brunei Darussalam,East Asia & Pacific,11.5,2.578
Bulgaria,Europe & Central Asia,19.4,1.09
Burkina Faso,Sub-Saharan Africa,189.3,6.724
Burundi,Sub-Saharan Africa,167.7,7.04
Cabo Verde,Sub-Saharan Africa,51.4,4.074
Cambodia,East Asia & Pacific,119.5,4.391
Cameroon,Sub-Saharan Africa,148.5,5.723
Canada,North America,6.5,1.57
Cayman Islands,Latin America & Caribbean,,
Central African Republic,Sub-Saharan Africa,172.0,5.96
Chad,Sub-Saharan Africa,193.6,7.274
Channel Islands,Europe & Central Asia,,1.535
Chile,Latin America & Caribbean,12.2,2.177
China,East Asia & Pacific,43.5,1.527
Colombia,Latin America & Caribbean,27.8,2.742
Comoros,Sub-Saharan Africa,103.2,5.593
"Congo, Dem. Rep.",Sub-Saharan Africa,171.0,6.729
"Congo, Rep.",Sub-Saharan Africa,111.7,4.962
Costa Rica,Latin America & Caribbean,14.5,2.64
Cote d'Ivoire,Sub-Saharan Africa,150.6,5.951
Croatia,Europe & Central Asia,9.3,1.69
Cuba,Latin America & Caribbean,9.9,1.563
Curacao,Latin America & Caribbean,,2.16
Cyprus,Europe & Central Asia,8.0,1.858
Czechia,Europe & Central Asia,7.0,1.17
Denmark,Europe & Central Asia,6.0,1.75
Djibouti,Middle East & North Africa,106.3,4.957
Dominica,Latin America & Caribbean,16.1,2.392
Dominican Republic,Latin America & Caribbean,44.2,2.953
Ecuador,Latin America & Caribbean,35.7,3.288
"Egypt, Arab Rep.",Middle East & North Africa,56.6,3.654
El Salvador,Latin America & Caribbean,39.7,3.377
Equatorial Guinea,Sub-Saharan Africa,166.5,5.941
Eritrea,Sub-Saharan Africa,101.0,5.743
Estonia,Europe & Central Asia,13.9,1.32
Eswatini,Sub-Saharan Africa,97.3,4.207
Ethiopia,Sub-Saharan Africa,158.5,6.85
Faroe Islands,Europe & Central Asia,,2.514
Fiji,East Asia & Pacific,23.4,3.2
Finland,Europe & Central Asia,4.7,1.75
France,Europe & Central Asia,5.8,1.77
French Polynesia,East Asia & Pacific,,2.591
Gabon,Sub-Saharan Africa,87.7,4.657
"Gambia, The",Sub-Saharan Africa,128.3,5.922
Georgia,Europe & Central Asia,42.7,1.742
Germany,Europe & Central Asia,5.9,1.35
Ghana,Sub-Saharan Africa,110.5,4.865
Gibraltar,Europe & Central Asia,,2.335
Greece,Europe & Central Asia,7.7,1.27
Greenland,Europe & Central Asia,,2.69
Grenada,Latin America & Caribbean,16.2,2.989
Guam,East Asia & Pacific,,3.035
Guatemala,Latin America & Caribbean,59.0,4.906
Guinea,Sub-Saharan Africa,186.1,6.162
Guinea-Bissau,Sub-Saharan Africa,190.0,6.008
Guyana,Latin America & Caribbean,50.4,3.061
Haiti,Latin America & Caribbean,115.5,4.669
Honduras,Latin America & Caribbean,42.7,4.527
"Hong Kong SAR, China",East Asia & Pacific,,1.127
Hungary,Europe & Central Asia,11.5,1.37
Iceland,Europe & Central Asia,4.8,2.04
India,South Asia,102.5,3.514
Indonesia,East Asia & Pacific,60.2,2.738
"Iran, Islamic Rep.",Middle East & North Africa,41.9,2.333
Iraq,Middle East & North Africa,47.2,5.244
Ireland,Europe & Central Asia,7.3,1.93
Isle of Man,Europe & Central Asia,,1.812
Israel,Middle East & North Africa,7.8,2.94
Italy,Europe & Central Asia,6.6,1.22
Jamaica,Latin America & Caribbean,22.8,2.659
Japan,East Asia & Pacific,5.2,1.39
Jordan,Middle East & North Africa,29.1,4.337
Kazakhstan,Europe & Central Asia,50.0,2.0
Kenya,Sub-Saharan Africa,108.4,5.26
Kiribati,East Asia & Pacific,73.1,4.325
"Korea, Dem. People's Rep.",East Asia & Pacific,75.7,2.031
"Korea, Rep.",East Asia & Pacific,9.1,1.537
Kosovo,Europe & Central Asia,63.1,2.571
Kuwait,Middle East & North Africa,13.8,2.971
Kyrgyz Republic,Europe & Central Asia,58.2,2.6
Lao PDR,East Asia & Pacific,119.9,4.964
Latvia,Europe & Central Asia,18.0,1.11
Lebanon,Middle East & North Africa,23.3,2.659
Lesotho,Sub-Saharan Africa,99.2,3.993
Liberia,Sub-Saharan Africa,226.3,6.079
Libya,Middle East & North Africa,30.8,3.265
Liechtenstein,Europe & Central Asia,,
Lithuania,Europe & Central Asia,12.3,1.47
Luxembourg,Europe & Central Asia,5.5,1.71
"Macao SAR, China",East Asia & Pacific,,1.163
Madagascar,Sub-Saharan Africa,120.8,5.801
Malawi,Sub-Saharan Africa,199.9,6.258
Malaysia,East Asia & Pacific,12.4,3.213
Maldives,South Asia,53.0,3.572
Mali,Sub-Saharan Africa,203.8,6.911
Malta,Middle East & North Africa,8.6,1.93
Marshall Islands,East Asia & Pacific,41.2,4.886
Mauritania,Sub-Saharan Africa,108.6,5.66
Mauritius,Sub-Saharan Africa,22.6,2.04
Mexico,Latin America & Caribbean,32.5,2.869
"Micronesia, Fed. Sts.",East Asia & Pacific,41.9,4.55
Moldova,Europe & Central Asia,38.2,1.759
Monaco,Europe & Central Asia,5.8,
Mongolia,East Asia & Pacific,78.2,2.469
Montenegro,Europe & Central Asia,15.0,1.928
Morocco,Middle East & North Africa,59.5,3.12
Mozambique,Sub-Saharan Africa,201.9,5.885
Myanmar,East Asia & Pacific,96.7,2.963
Namibia,Sub-Saharan Africa,75.9,4.154
Nauru,East Asia & Pacific,47.9,3.778
Nepal,South Asia,94.4,4.393
Netherlands,Europe & Central Asia,6.5,1.56
New Caledonia,East Asia & Pacific,,2.67
New Zealand,East Asia & Pacific,8.1,1.96
Nicaragua,Latin America & Caribbean,46.0,3.473
Niger,Sub-Saharan Africa,257.4,7.759
Nigeria,Sub-Saharan Africa,197.2,6.138
North Macedonia,Europe & Central Asia,19.2,1.916
Northern Mariana Islands,East Asia & Pacific,,
Norway,Europe & Central Asia,5.3,1.86
Oman,Middle East & North Africa,20.4,4.616
Pakistan,South Asia,117.8,5.642
Palau,East Asia & Pacific,30.4,
Panama,Latin America & Caribbean,27.5,2.81
Papua New Guinea,East Asia & Pacific,74.8,4.679
Paraguay,Latin America & Caribbean,36.4,3.911
Peru,Latin America & Caribbean,49.1,3.099
Philippines,East Asia & Pacific,40.7,3.899
Poland,Europe & Central Asia,12.0,1.51
Portugal,Europe & Central Asia,8.6,1.47
Puerto Rico,Latin America & Caribbean,,1.9
Qatar,Middle East & North Africa,14.0,3.433
Romania,Europe & Central Asia,25.9,1.32
Russian Federation,Europe & Central Asia,21.3,1.218
Rwanda,Sub-Saharan Africa,220.7,6.176
Samoa,East Asia & Pacific,23.7,4.66
San Marino,Europe & Central Asia,7.2,
Sao Tome and Principe,Sub-Saharan Africa,97.5,5.345
Saudi Arabia,Middle East & North Africa,26.6,4.592
Senegal,Sub-Saharan Africa,139.0,5.639
Serbia,Europe & Central Asia,15.6,1.559
Seychelles,Sub-Saharan Africa,14.0,2.1
Sierra Leone,Sub-Saharan Africa,240.5,6.531
Singapore,East Asia & Pacific,4.6,1.61
Sint Maarten (Dutch part),Latin America & Caribbean,,2.07
Slovak Republic,Europe & Central Asia,11.0,1.43
Slovenia,Europe & Central Asia,6.5,1.25
Solomon Islands,East Asia & Pacific,32.2,4.987
Somalia,Sub-Saharan Africa,172.9,7.662
South Africa,Sub-Saharan Africa,64.5,2.734
South Sudan,Sub-Saharan Africa,207.4,7.965
Spain,Europe & Central Asia,6.1,1.15
Sri Lanka,South Asia,18.5,2.182
St. Kitts and Nevis,Latin America & Caribbean,26.7,2.393
St. Lucia,Latin America & Caribbean,19.0,2.641
St. Martin (French part),Latin America & Caribbean,,2.734
St. Vincent and the Grenadines,Latin America & Caribbean,22.4,2.489
Sudan,Sub-Saharan Africa,114.1,5.596
Suriname,Latin America & Caribbean,34.9,2.99
Sweden,Europe & Central Asia,4.3,1.52
Switzerland,Europe & Central Asia,6.0,1.48
Syrian Arab Republic,Middle East & North Africa,26.5,4.283
Tajikistan,Europe & Central Asia,102.7,4.317
Tanzania,Sub-Saharan Africa,149.6,5.838
Thailand,East Asia & Pacific,25.6,1.864
Timor-Leste,East Asia & Pacific,128.1,5.955
Togo,Sub-Saharan Africa,130.4,5.441
Tonga,East Asia & Pacific,18.1,4.369
Trinidad and Tobago,Latin America & Caribbean,28.4,1.822
Tunisia,Middle East & North Africa,37.3,2.359
Turkiye,Europe & Central Asia,46.9,2.716
Turkmenistan,Europe & Central Asia,78.3,3.213
Turks and Caicos Islands,Latin America & Caribbean,10.0,2.808
Tuvalu,East Asia & Pacific,46.0,3.997
Uganda,Sub-Saharan Africa,160.4,6.906
Ukraine,Europe & Central Asia,20.0,1.272
United Arab Emirates,Middle East & North Africa,12.2,3.062
United Kingdom,Europe & Central Asia,6.9,1.72
United States,North America,8.9,1.971
Uruguay,Latin America & Caribbean,19.2,2.328
Uzbekistan,Europe & Central Asia,67.4,3.082
Vanuatu,East Asia & Pacific,29.8,4.632
"Venezuela, RB",Latin America & Caribbean,24.5,2.967
Vietnam,East Asia & Pacific,35.0,2.29
Virgin Islands (U.S.),Latin America & Caribbean,,2.727
West Bank and Gaza,Middle East & North Africa,33.6,5.821
"Yemen, Rep.",Middle East & North Africa,107.0,6.83
Zambia,Sub-Saharan Africa,168.6,6.117
Zimbabwe,Sub-Saharan Africa,100.8,4.063
Afghanistan,South Asia,137.3,7.642
Albania,Europe & Central Asia,29.9,2.397
Algeria,Middle East & North Africa,44.7,2.712
American Samoa,East Asia & Pacific,,
Andorra,Europe & Central Asia,8.4,
Angola,Sub-Saharan Africa,214.6,6.732
Antigua and Barbuda,Latin America & Caribbean,16.0,2.017
Argentina,Latin America & Caribbean,21.3,2.662
Armenia,Europe & Central Asia,33.8,1.791
Aruba,Latin America & Caribbean,,1.957
Australia,East Asia & Pacific,6.4,1.762
Austria,Europe & Central Asia,5.8,1.37
Azerbaijan,Europe & Central Asia,84.6,2.0
"Bahamas, The",Latin America & Caribbean,16.6,2.335
Bahrain,Middle East & North Africa,14.0,2.889
Bangladesh,South Asia,96.9,3.393
Barbados,Latin America & Caribbean,14.8,1.75
Belarus,Europe & Central Asia,14.5,1.3
Belgium,Europe & Central Asia,6.3,1.6
Belize,Latin America & Caribbean,25.4,3.785
Benin,Sub-Saharan Africa,143.3,6.097
Bermuda,North America,,1.799
Bhutan,South Asia,85.9,3.853
Bolivia,Latin America & Caribbean,84.6,4.149
Bosnia and Herzegovina,Europe & Central Asia,10.9,1.554
Botswana,Sub-Saharan Africa,71.8,3.396
Brazil,Latin America & Caribbean,39.5,2.409
British Virgin Islands,Latin America & Caribbean,16.1,1.501
Brunei Darussalam,East Asia & Pacific,11.1,2.489
Bulgaria,Europe & Central Asia,19.0,1.11
Burkina Faso,Sub-Saharan Africa,186.0,6.661
Burundi,Sub-Saharan Africa,163.9,6.958
Cabo Verde,Sub-Saharan Africa,47.1,3.876
Cambodia,East Asia & Pacific,117.6,4.139
Cameroon,Sub-Saharan Africa,148.1,5.668
Canada,North America,6.4,1.56
Cayman Islands,Latin America & Caribbean,,
Central African Republic,Sub-Saharan Africa,170.4,5.934
Chad,Sub-Saharan Africa,190.8,7.266
Channel Islands,Europe & Central Asia,,1.528
Chile,Latin America & Caribbean,11.9,2.112
China,East Asia & Pacific,41.4,1.522
Colombia,Latin America & Caribbean,26.8,2.683
Comoros,Sub-Saharan Africa,100.8,5.492
"Congo, Dem. Rep.",Sub-Saharan Africa,167.8,6.73
"Congo, Rep.",Sub-Saharan Africa,113.9,4.926
Costa Rica,Latin America & Caribbean,14.1,2.534
Cote d'Ivoire,Sub-Saharan Africa,148.5,5.896
Croatia,Europe & Central Asia,8.9,1.45
Cuba,Latin America & Caribbean,9.5,1.588
Curacao,Latin America & Caribbean,,2.16
Cyprus,Europe & Central Asia,7.5,1.764
Czechia,Europe & Central Asia,6.3,1.16
Denmark,Europe & Central Asia,5.9,1.72
Djibouti,Middle East & North Africa,104.7,4.777
Dominica,Latin America & Caribbean,16.3,2.333
Dominican Republic,Latin America & Caribbean,42.6,2.873
Ecuador,Latin America & Caribbean,33.4,3.228
"Egypt, Arab Rep.",Middle East & North Africa,53.0,3.617
El Salvador,Latin America & Caribbean,37.3,3.357
Equatorial Guinea,Sub-Saharan Africa,163.3,5.914
Eritrea,Sub-Saharan Africa,95.2,5.633
Estonia,Europe & Central Asia,12.9,1.28
Eswatini,Sub-Saharan Africa,103.3,4.098
Ethiopia,Sub-Saharan Africa,152.4,6.753
Faroe Islands,Europe & Central Asia,,2.336
Fiji,East Asia & Pacific,23.0,3.128
Finland,Europe & Central Asia,4.6,1.7
France,Europe & Central Asia,5.6,1.78
French Polynesia,East Asia & Pacific,,2.487
Gabon,Sub-Saharan Africa,86.9,4.576
"Gambia, The",Sub-Saharan Africa,123.3,5.93
Georgia,Europe & Central Asia,41.1,1.687
Germany,Europe & Central Asia,5.7,1.36
Ghana,Sub-Saharan Africa,107.5,4.836
Gibraltar,Europe & Central Asia,,2.178
Greece,Europe & Central Asia,7.3,1.24
Greenland,Europe & Central Asia,,2.457
Grenada,Latin America & Caribbean,15.9,2.652
Guam,East Asia & Pacific,,3.045
Guatemala,Latin America & Caribbean,56.6,4.8
Guinea,Sub-Saharan Africa,179.3,6.076
Guinea-Bissau,Sub-Saharan Africa,185.0,5.898
Guyana,Latin America & Caribbean,49.1,3.05
Haiti,Latin America & Caribbean,111.5,4.561
Honduras,Latin America & Caribbean,64.2,4.448
"Hong Kong SAR, China",East Asia & Pacific,,1.016
Hungary,Europe & Central Asia,11.1,1.32
Iceland,Europe & Central Asia,4.5,2.05
India,South Asia,98.9,3.446
Indonesia,East Asia & Pacific,57.4,2.655
"Iran, Islamic Rep.",Middle East & North Africa,40.0,2.197
Iraq,Middle East & North Africa,46.3,5.154
Ireland,Europe & Central Asia,7.3,1.94
Isle of Man,Europe & Central Asia,,1.9
Israel,Middle East & North Africa,7.4,2.98
Italy,Europe & Central Asia,6.2,1.22
Jamaica,Latin America & Caribbean,22.2,2.594
Japan,East Asia & Pacific,5.0,1.38
Jordan,Middle East & North Africa,28.4,4.164
Kazakhstan,Europe & Central Asia,47.8,1.8
Kenya,Sub-Saharan Africa,105.9,5.246
Kiribati,East Asia & Pacific,71.4,4.253
"Korea, Dem. People's Rep.",East Asia & Pacific,72.9,2.008
"Korea, Rep.",East Asia & Pacific,8.5,1.464
Kosovo,Europe & Central Asia,58.1,2.589
Kuwait,Middle East & North Africa,13.5,2.878
Kyrgyz Republic,Europe & Central Asia,55.4,2.7
Lao PDR,East Asia & Pacific,115.6,4.776
Latvia,Europe & Central Asia,16.6,1.09
Lebanon,Middle East & North Africa,22.2,2.6
Lesotho,Sub-Saharan Africa,102.3,3.855
Liberia,Sub-Saharan Africa,214.5,6.017
Libya,Middle East & North Africa,29.8,3.109
Liechtenstein,Europe & Central Asia,,
Lithuania,Europe & Central Asia,11.6,1.46
