CountryName,Region,Under5DeathsPer1000,FertilityRate
Russian Federation,Europe & Central Asia,,2.36
Rwanda,Sub-Saharan Africa,212.4,8.197
Samoa,East Asia & Pacific,99.0,7.646
San Marino,Europe & Central Asia,,
Sao Tome and Principe,Sub-Saharan Africa,,6.284
Saudi Arabia,Middle East & North Africa,,7.636
Senegal,Sub-Saharan Africa,296.1,7.079
Serbia,Europe & Central Asia,,2.015
Seychelles,Sub-Saharan Africa,101.6,
Sierra Leone,Sub-Saharan Africa,378.8,6.222
Singapore,East Asia & Pacific,40.4,5.21
Sint Maarten (Dutch part),Latin America & Caribbean,,4.027
Slovak Republic,Europe & Central Asia,,2.83
Slovenia,Europe & Central Asia,,2.276
Solomon Islands,East Asia & Pacific,155.7,6.97
Somalia,Sub-Saharan Africa,,7.255
South Africa,Sub-Saharan Africa,,6.11
South Sudan,Sub-Saharan Africa,347.1,6.747
Spain,Europe & Central Asia,49.4,2.8
Sri Lanka,South Asia,86.9,5.261
St. Kitts and Nevis,Latin America & Caribbean,,6.687
St. Lucia,Latin America & Caribbean,147.0,6.88
St. Martin (French part),Latin America & Caribbean,,5.947
St. Vincent and the Grenadines,Latin America & Caribbean,150.0,7.13
Sudan,Sub-Saharan Africa,171.8,6.692
Suriname,Latin America & Caribbean,,6.558
Sweden,Europe & Central Asia,18.6,2.25
Switzerland,Europe & Central Asia,25.4,2.58
Syrian Arab Republic,Middle East & North Africa,153.8,7.441
Tajikistan,Europe & Central Asia,,6.76
Tanzania,Sub-Saharan Africa,238.3,6.758
Thailand,East Asia & Pacific,136.5,6.277
Timor-Leste,East Asia & Pacific,,6.218
Togo,Sub-Saharan Africa,255.8,6.803
Tonga,East Asia & Pacific,,6.804
Trinidad and Tobago,Latin America & Caribbean,63.2,5.219
Tunisia,Middle East & North Africa,272.3,6.993
Turkiye,Europe & Central Asia,241.1,6.287
Turkmenistan,Europe & Central Asia,,6.756
Turks and Caicos Islands,Latin America & Caribbean,119.0,5.746
Tuvalu,East Asia & Pacific,154.9,4.647
Uganda,Sub-Saharan Africa,215.3,6.997
Ukraine,Europe & Central Asia,,2.14
United Arab Emirates,Middle East & North Africa,181.1,6.659
United Kingdom,Europe & Central Asia,25.6,2.86
United States,North America,28.9,3.461
Uruguay,Latin America & Caribbean,60.7,2.866
Uzbekistan,Europe & Central Asia,,6.878
Vanuatu,East Asia & Pacific,142.7,6.777
"Venezuela, RB",Latin America & Caribbean,74.7,6.231
Vietnam,East Asia & Pacific,,6.274
Virgin Islands (U.S.),Latin America & Caribbean,,4.929
West Bank and Gaza,Middle East & North Africa,,
"Yemen, Rep.",Middle East & North Africa,414.9,7.963
Zambia,Sub-Saharan Africa,197.3,7.214
Zimbabwe,Sub-Saharan Africa,142.9,7.255
Afghanistan,South Asia,340.2,7.302
Albania,Europe & Central Asia,,6.047
Algeria,Middle East & North Africa,242.3,7.649
American Samoa,East Asia & Pacific,,
Andorra,Europe & Central Asia,,
Angola,Sub-Saharan Africa,,6.954
Antigua and Barbuda,Latin America & Caribbean,67.4,4.536
Argentina,Latin America & Caribbean,,3.101
Armenia,Europe & Central Asia,,4.345
Aruba,Latin America & Caribbean,,4.271
Australia,East Asia & Pacific,23.2,3.332
Austria,Europe & Central Asia,35.9,2.82
Azerbaijan,Europe & Central Asia,,5.945
"Bahamas, The",Latin America & Caribbean,,4.729
Bahrain,Middle East & North Africa,151.4,7.068
Bangladesh,South Asia,245.1,6.841
Barbados,Latin America & Caribbean,68.7,4.196
Belarus,Europe & Central Asia,,2.4
Belgium,Europe & Central Asia,30.0,2.68
Belize,Latin America & Caribbean,,6.44
Benin,Sub-Saharan Africa,294.3,6.51
Bermuda,North America,,3.468
Bhutan,South Asia,,6.687
Bolivia,Latin America & Caribbean,272.0,6.279
Bosnia and Herzegovina,Europe & Central Asia,,3.644
Botswana,Sub-Saharan Africa,151.9,6.632
Brazil,Latin America & Caribbean,156.7,5.929
British Virgin Islands,Latin America & Caribbean,69.6,4.572
Brunei Darussalam,East Asia & Pacific,88.0,6.572
Bulgaria,Europe & Central Asia,40.7,2.21
Burkina Faso,Sub-Saharan Africa,334.8,6.356
Burundi,Sub-Saharan Africa,,7.067
Cabo Verde,Sub-Saharan Africa,175.0,6.976
Cambodia,East Asia & Pacific,,5.852
Cameroon,Sub-Saharan Africa,263.1,5.828
Canada,North America,29.4,3.607
Cayman Islands,Latin America & Caribbean,,
Central African Republic,Sub-Saharan Africa,262.9,5.868
Chad,Sub-Saharan Africa,,6.301
Channel Islands,Europe & Central Asia,,2.515
Chile,Latin America & Caribbean,135.6,4.536
China,East Asia & Pacific,,7.513
Colombia,Latin America & Caribbean,122.3,6.584
Comoros,Sub-Saharan Africa,,6.939
"Congo, Dem. Rep.",Sub-Saharan Africa,,6.157
"Congo, Rep.",Sub-Saharan Africa,172.8,6.147
Costa Rica,Latin America & Caribbean,92.5,6.389
Cote d'Ivoire,Sub-Saharan Africa,294.8,7.781
Croatia,Europe & Central Asia,,2.171
Cuba,Latin America & Caribbean,48.3,4.559
Curacao,Latin America & Caribbean,,4.381
Cyprus,Europe & Central Asia,,3.494
Czechia,Europe & Central Asia,,2.31
Denmark,Europe & Central Asia,23.0,2.67
Djibouti,Middle East & North Africa,,6.837
Dominica,Latin America & Caribbean,104.2,5.272
Dominican Republic,Latin America & Caribbean,142.6,7.303
Ecuador,Latin America & Caribbean,160.3,6.646
"Egypt, Arab Rep.",Middle East & North Africa,287.6,6.718
El Salvador,Latin America & Caribbean,173.5,6.69
Equatorial Guinea,Sub-Saharan Africa,,5.69
Eritrea,Sub-Saharan Africa,,6.481
Estonia,Europe & Central Asia,,1.89
Eswatini,Sub-Saharan Africa,198.3,6.855
Ethiopia,Sub-Saharan Africa,,6.872
Faroe Islands,Europe & Central Asia,,
Fiji,East Asia & Pacific,68.7,5.958
Finland,Europe & Central Asia,22.5,2.68
France,Europe & Central Asia,24.5,2.89
French Polynesia,East Asia & Pacific,,5.884
Gabon,Sub-Saharan Africa,203.7,4.649
"Gambia, The",Sub-Saharan Africa,340.4,6.202
Georgia,Europe & Central Asia,,2.949
Germany,Europe & Central Asia,,2.51
Ghana,Sub-Saharan Africa,203.4,6.98
Gibraltar,Europe & Central Asia,,3.999
Greece,Europe & Central Asia,42.4,2.14
Greenland,Europe & Central Asia,,
Grenada,Latin America & Caribbean,78.5,6.196
Guam,East Asia & Pacific,,5.559
Guatemala,Latin America & Caribbean,205.9,6.869
Guinea,Sub-Saharan Africa,342.2,6.153
Guinea-Bissau,Sub-Saharan Africa,,5.951
Guyana,Latin America & Caribbean,82.2,6.14
Haiti,Latin America & Caribbean,276.9,6.182
Honduras,Latin America & Caribbean,188.4,7.441
"Hong Kong SAR, China",East Asia & Pacific,,5.089
Hungary,Europe & Central Asia,47.6,1.82
Iceland,Europe & Central Asia,20.3,3.99
India,South Asia,233.2,5.969
Indonesia,East Asia & Pacific,206.0,5.604
"Iran, Islamic Rep.",Middle East & North Africa,,7.181
Iraq,Middle East & North Africa,160.6,6.901
Ireland,Europe & Central Asia,31.3,4.01
Isle of Man,Europe & Central Asia,,2.69
Israel,Middle East & North Africa,35.4,3.838
Italy,Europe & Central Asia,45.3,2.51
Jamaica,Latin America & Caribbean,72.6,5.509
Japan,East Asia & Pacific,29.8,2.0
Jordan,Middle East & North Africa,130.1,7.919
Kazakhstan,Europe & Central Asia,,4.341
Kenya,Sub-Saharan Africa,176.2,7.864
Kiribati,East Asia & Pacific,182.8,6.486
"Korea, Dem. People's Rep.",East Asia & Pacific,,3.626
"Korea, Rep.",East Asia & Pacific,96.9,5.407
Kosovo,Europe & Central Asia,,6.296
Kuwait,Middle East & North Africa,114.6,7.296
Kyrgyz Republic,Europe & Central Asia,,5.51
Lao PDR,East Asia & Pacific,,6.318
Latvia,Europe & Central Asia,,1.85
Lebanon,Middle East & North Africa,68.4,5.779
Lesotho,Sub-Saharan Africa,186.8,5.796
Liberia,Sub-Saharan Africa,312.4,6.556
Libya,Middle East & North Africa,226.5,7.697
Liechtenstein,Europe & Central Asia,,
Lithuania,Europe & Central Asia,,2.35
Luxembourg,Europe & Central Asia,32.0,
"Macao SAR, China",East Asia & Pacific,,4.393
Madagascar,Sub-Saharan Africa,,7.305
Malawi,Sub-Saharan Africa,359.1,7.125
Malaysia,East Asia & Pacific,77.1,6.182
Maldives,South Asia,326.2,6.943
Mali,Sub-Saharan Africa,425.4,7.031
Malta,Middle East & North Africa,35.7,2.9
Marshall Islands,East Asia & Pacific,105.0,8.309
Mauritania,Sub-Saharan Africa,232.8,6.484
Mauritius,Sub-Saharan Africa,85.9,5.993
Mexico,Latin America & Caribbean,137.4,6.817
"Micronesia, Fed. Sts.",East Asia & Pacific,110.5,6.712
Moldova,Europe & Central Asia,,2.89
Monaco,Europe & Central Asia,,
Mongolia,East Asia & Pacific,,7.383
Montenegro,Europe & Central Asia,,3.368
Morocco,Middle East & North Africa,226.9,7.0
Mozambique,Sub-Saharan Africa,268.8,6.492
Myanmar,East Asia & Pacific,,5.991
Namibia,Sub-Saharan Africa,,6.402
Nauru,East Asia & Pacific,,5.284
Nepal,South Asia,310.7,6.065
Netherlands,Europe & Central Asia,19.2,3.19
New Caledonia,East Asia & Pacific,,5.9
New Zealand,East Asia & Pacific,24.7,4.05
Nicaragua,Latin America & Caribbean,191.7,7.108
Niger,Sub-Saharan Africa,,7.489
Nigeria,Sub-Saharan Africa,,6.349
North Macedonia,Europe & Central Asia,,3.611
Northern Mariana Islands,East Asia & Pacific,,
Norway,Europe & Central Asia,21.0,2.93
Oman,Middle East & North Africa,323.4,7.256
Pakistan,South Asia,226.6,6.8
Palau,East Asia & Pacific,,
Panama,Latin America & Caribbean,83.8,5.865
Papua New Guinea,East Asia & Pacific,179.9,6.153
Paraguay,Latin America & Caribbean,80.5,6.447
Peru,Latin America & Caribbean,208.1,6.858
Philippines,East Asia & Pacific,94.1,6.947
Poland,Europe & Central Asia,52.4,2.7
Portugal,Europe & Central Asia,97.9,3.12
Puerto Rico,Latin America & Caribbean,,4.525
Qatar,Middle East & North Africa,,6.688
Romania,Europe & Central Asia,61.1,2.01
Russian Federation,Europe & Central Asia,,2.27
Rwanda,Sub-Saharan Africa,210.4,8.198
Samoa,East Asia & Pacific,95.6,7.656
San Marino,Europe & Central Asia,,
Sao Tome and Principe,Sub-Saharan Africa,,6.306
Saudi Arabia,Middle East & North Africa,,7.654
Senegal,Sub-Saharan Africa,296.9,7.12
Serbia,Europe & Central Asia,,2.029
Seychelles,Sub-Saharan Africa,100.0,
Sierra Leone,Sub-Saharan Africa,372.8,6.261
Singapore,East Asia & Pacific,38.0,5.16
Sint Maarten (Dutch part),Latin America & Caribbean,,3.918
Slovak Republic,Europe & Central Asia,,2.92
Slovenia,Europe & Central Asia,,2.269
Solomon Islands,East Asia & Pacific,148.4,6.965
Somalia,Sub-Saharan Africa,,7.258
South Africa,Sub-Saharan Africa,,6.077
South Sudan,Sub-Saharan Africa,344.0,6.763
Spain,Europe & Central Asia,46.8,2.88
Sri Lanka,South Asia,84.8,5.211
St. Kitts and Nevis,Latin America & Caribbean,,6.735
St. Lucia,Latin America & Caribbean,137.4,6.821
St. Martin (French part),Latin America & Caribbean,,5.94
St. Vincent and the Grenadines,Latin America & Caribbean,135.3,7.022
Sudan,Sub-Saharan Africa,169.2,6.75
Suriname,Latin America & Caribbean,,6.497
Sweden,Europe & Central Asia,17.9,2.33
Switzerland,Europe & Central Asia,24.5,2.65
Syrian Arab Republic,Middle East & North Africa,147.1,7.441
Tajikistan,Europe & Central Asia,,6.844
Tanzania,Sub-Saharan Africa,236.3,6.77
Thailand,East Asia & Pacific,131.6,6.291
Timor-Leste,East Asia & Pacific,,6.155
Togo,Sub-Saharan Africa,252.9,6.85
Tonga,East Asia & Pacific,78.8,6.774
Trinidad and Tobago,Latin America & Caribbean,61.2,5.058
Tunisia,Middle East & North Africa,259.6,7.009
Turkiye,Europe & Central Asia,233.2,6.223
Turkmenistan,Europe & Central Asia,,6.788
Turks and Caicos Islands,Latin America & Caribbean,110.5,5.719
Tuvalu,East Asia & Pacific,147.9,4.578
Uganda,Sub-Saharan Africa,212.1,7.023
Ukraine,Europe & Central Asia,,2.06
United Arab Emirates,Middle East & North Africa,170.8,6.619
United Kingdom,Europe & Central Asia,24.9,2.88
United States,North America,28.3,3.319
Uruguay,Latin America & Caribbean,59.3,2.884
Uzbekistan,Europe & Central Asia,,6.808
Vanuatu,East Asia & Pacific,138.2,6.729
"Venezuela, RB",Latin America & Caribbean,72.8,6.155
Vietnam,East Asia & Pacific,,6.385
Virgin Islands (U.S.),Latin America & Caribbean,,4.648
West Bank and Gaza,Middle East & North Africa,,
"Yemen, Rep.",Middle East & North Africa,407.8,7.981
Zambia,Sub-Saharan Africa,194.4,7.249
Zimbabwe,Sub-Saharan Africa,138.7,7.253
Afghanistan,South Asia,334.8,7.304
Albania,Europe & Central Asia,,5.849
Algeria,Middle East & North Africa,243.4,7.673
American Samoa,East Asia & Pacific,,
Andorra,Europe & Central Asia,,
Angola,Sub-Saharan Africa,,7.036
Antigua and Barbuda,Latin America & Caribbean,60.8,4.484
Argentina,Latin America & Caribbean,,3.08
Armenia,Europe & Central Asia,,4.15
Aruba,Latin America & Caribbean,,4.059
Australia,East Asia & Pacific,22.7,3.146
Austria,Europe & Central Asia,34.2,2.79
Azerbaijan,Europe & Central Asia,,5.888
"Bahamas, The",Latin America & Caribbean,,4.639
Bahrain,Middle East & North Africa,138.0,7.061
Bangladesh,South Asia,240.5,6.837
Barbados,Latin America & Caribbean,64.6,4.094
Belarus,Europe & Central Asia,,2.31
Belgium,Europe & Central Asia,28.9,2.71
Belize,Latin America & Caribbean,,6.42
Benin,Sub-Saharan Africa,289.1,6.565
Bermuda,North America,,3.232
Bhutan,South Asia,,6.682
Bolivia,Latin America & Caribbean,266.0,6.245
Bosnia and Herzegovina,Europe & Central Asia,,3.538
Botswana,Sub-Saharan Africa,147.9,6.688
Brazil,Latin America & Caribbean,152.8,5.818
British Virgin Islands,Latin America & Caribbean,65.0,4.376
Brunei Darussalam,East Asia & Pacific,79.5,6.44
Bulgaria,Europe & Central Asia,38.5,2.19
Burkina Faso,Sub-Saharan Africa,331.5,6.419
Burundi,Sub-Saharan Africa,241.2,7.09
Cabo Verde,Sub-Saharan Africa,172.3,6.989
Cambodia,East Asia & Pacific,,5.862
Cameroon,Sub-Saharan Africa,258.3,5.89
Canada,North America,28.2,3.456
Cayman Islands,Latin America & Caribbean,,
Central African Republic,Sub-Saharan Africa,257.5,5.906
Chad,Sub-Saharan Africa,,6.318
Channel Islands,Europe & Central Asia,,2.498
Chile,Latin America & Caribbean,126.9,4.457
China,East Asia & Pacific,,6.672
Colombia,Latin America & Caribbean,118.5,6.475
Comoros,Sub-Saharan Africa,,6.975
"Congo, Dem. Rep.",Sub-Saharan Africa,,6.183
"Congo, Rep.",Sub-Saharan Africa,166.6,6.183
Costa Rica,Latin America & Caribbean,92.0,6.193
Cote d'Ivoire,Sub-Saharan Africa,287.4,7.811
Croatia,Europe & Central Asia,,2.173
Cuba,Latin America & Caribbean,46.4,4.528
Curacao,Latin America & Caribbean,,4.248
Cyprus,Europe & Central Asia,,3.409
Czechia,Europe & Central Asia,,2.34
Denmark,Europe & Central Asia,22.1,2.6
Djibouti,Middle East & North Africa,,6.846
Dominica,Latin America & Caribbean,94.9,4.894
Dominican Republic,Latin America & Caribbean,140.3,7.186
Ecuador,Latin America & Caribbean,156.1,6.61
"Egypt, Arab Rep.",Middle East & North Africa,278.6,6.643
El Salvador,Latin America & Caribbean,170.0,6.684
Equatorial Guinea,Sub-Saharan Africa,,5.711
Eritrea,Sub-Saharan Africa,,6.487
Estonia,Europe & Central Asia,,1.94
Eswatini,Sub-Saharan Africa,194.5,6.819
Ethiopia,Sub-Saharan Africa,,6.867
Faroe Islands,Europe & Central Asia,,
Fiji,East Asia & Pacific,65.8,5.824
Finland,Europe & Central Asia,21.3,2.59
France,Europe & Central Asia,23.4,2.87
French Polynesia,East Asia & Pacific,,5.88
Gabon,Sub-Saharan Africa,197.4,4.713
"Gambia, The",Sub-Saharan Africa,333.8,6.195
Georgia,Europe & Central Asia,,2.87
Germany,Europe & Central Asia,,2.54
Ghana,Sub-Saharan Africa,202.6,6.931
Gibraltar,Europe & Central Asia,,3.819
Greece,Europe & Central Asia,40.9,2.24
Greenland,Europe & Central Asia,,
Grenada,Latin America & Caribbean,72.5,5.906
Guam,East Asia & Pacific,,5.375
Guatemala,Latin America & Caribbean,200.9,6.847
Guinea,Sub-Saharan Africa,339.5,6.166
Guinea-Bissau,Sub-Saharan Africa,,5.961
Guyana,Latin America & Caribbean,79.9,6.05
Haiti,Latin America & Caribbean,272.3,6.175
Honduras,Latin America & Caribbean,182.0,7.443
"Hong Kong SAR, China",East Asia & Pacific,,5.012
Hungary,Europe & Central Asia,46.2,1.82
Iceland,Europe & Central Asia,19.8,3.88
India,South Asia,230.4,5.979
Indonesia,East Asia & Pacific,200.3,5.614
"Iran, Islamic Rep.",Middle East & North Africa,,7.131
Iraq,Middle East & North Africa,152.1,6.928
Ireland,Europe & Central Asia,30.0,4.07
Isle of Man,Europe & Central Asia,,2.693
Israel,Middle East & North Africa,33.6,3.826
Italy,Europe & Central Asia,43.1,2.66
Jamaica,Latin America & Caribbean,69.8,5.684
Japan,East Asia & Pacific,27.0,2.05
Jordan,Middle East & North Africa,122.9,7.985
Kazakhstan,Europe & Central Asia,,4.219
Kenya,Sub-Saharan Africa,171.1,7.92
Kiribati,East Asia & Pacific,176.4,6.411
"Korea, Dem. People's Rep.",East Asia & Pacific,,3.547
"Korea, Rep.",East Asia & Pacific,92.0,5.188
Kosovo,Europe & Central Asia,,6.126
Kuwait,Middle East & North Africa,106.5,7.309
Kyrgyz Republic,Europe & Central Asia,,5.465
Lao PDR,East Asia & Pacific,,6.313
Latvia,Europe & Central Asia,,1.79
Lebanon,Middle East & North Africa,66.5,5.724
Lesotho,Sub-Saharan Africa,187.9,5.768
Liberia,Sub-Saharan Africa,310.7,6.585
Libya,Middle East & North Africa,211.4,7.817
Liechtenstein,Europe & Central Asia,,
Lithuania,Europe & Central Asia,,2.28
Luxembourg,Europe & Central Asia,30.3,2.34
"Macao SAR, China",East Asia & Pacific,,4.16
Madagascar,Sub-Saharan Africa,,7.307
Malawi,Sub-Saharan Africa,357.4,7.095
Malaysia,East Asia & Pacific,72.6,6.016
Maldives,South Asia,316.9,6.984
Mali,Sub-Saharan Africa,417.9,7.048
Malta,Middle East & North Africa,34.8,2.79
Marshall Islands,East Asia & Pacific,100.3,8.33
Mauritania,Sub-Saharan Africa,226.3,6.527
Mauritius,Sub-Saharan Africa,84.2,5.785
Mexico,Latin America & Caribbean,132.4,6.833
"Micronesia, Fed. Sts.",East Asia & Pacific,105.9,6.734
Moldova,Europe & Central Asia,,2.709
Monaco,Europe & Central Asia,,
Mongolia,East Asia & Pacific,,7.451
Montenegro,Europe & Central Asia,,3.268
Morocco,Middle East & North Africa,221.7,6.969
Mozambique,Sub-Saharan Africa,270.2,6.517
Myanmar,East Asia & Pacific,,5.991
Namibia,Sub-Saharan Africa,,6.433
Nauru,East Asia & Pacific,,5.302
Nepal,South Asia,304.5,6.065
Netherlands,Europe & Central Asia,18.8,3.17
New Caledonia,East Asia & Pacific,,5.7
New Zealand,East Asia & Pacific,23.8,3.8
Nicaragua,Latin America & Caribbean,189.6,7.069
Niger,Sub-Saharan Africa,,7.48
Nigeria,Sub-Saharan Africa,325.2,6.362
North Macedonia,Europe & Central Asia,,3.56
Northern Mariana Islands,East Asia & Pacific,,
Norway,Europe & Central Asia,20.4,2.98
Oman,Middle East & North Africa,309.4,7.263
Pakistan,South Asia,219.4,6.8
Palau,East Asia & Pacific,,
Panama,Latin America & Caribbean,81.2,5.808
Papua New Guinea,East Asia & Pacific,174.3,6.191
Paraguay,Latin America & Caribbean,80.1,6.415
Peru,Latin America & Caribbean,201.0,6.81
Philippines,East Asia & Pacific,92.2,6.867
Poland,Europe & Central Asia,48.9,2.57
Portugal,Europe & Central Asia,90.9,3.21
Puerto Rico,Latin America & Caribbean,,4.108
Qatar,Middle East & North Africa,,6.694
Romania,Europe & Central Asia,54.3,1.96
Russian Federation,Europe & Central Asia,,2.18
Rwanda,Sub-Saharan Africa,209.5,8.198
Samoa,East Asia & Pacific,111.3,7.667
San Marino,Europe & Central Asia,,
Sao Tome and Principe,Sub-Saharan Africa,,6.327
Saudi Arabia,Middle East & North Africa,,7.672
Senegal,Sub-Saharan Africa,297.6,7.157
Serbia,Europe & Central Asia,,1.995
Seychelles,Sub-Saharan Africa,97.9,
Sierra Leone,Sub-Saharan Africa,366.8,6.294
Singapore,East Asia & Pacific,36.4,4.97
Sint Maarten (Dutch part),Latin America & Caribbean,,3.829
Slovak Republic,Europe & Central Asia,,2.89
Slovenia,Europe & Central Asia,,2.305
Solomon Islands,East Asia & Pacific,141.4,6.964
Somalia,Sub-Saharan Africa,,7.261
South Africa,Sub-Saharan Africa,,6.03
South Sudan,Sub-Saharan Africa,340.8,6.781
Spain,Europe & Central Asia,44.5,3.01
Sri Lanka,South Asia,82.9,5.135
St. Kitts and Nevis,Latin America & Caribbean,,6.661
St. Lucia,Latin America & Caribbean,127.4,6.758
St. Martin (French part),Latin America & Caribbean,,5.933
St. Vincent and the Grenadines,Latin America & Caribbean,121.0,6.928
Sudan,Sub-Saharan Africa,166.8,6.803
Suriname,Latin America & Caribbean,,6.412
Sweden,Europe & Central Asia,17.1,2.47
Switzerland,Europe & Central Asia,23.6,2.66
Syrian Arab Republic,Middle East & North Africa,140.8,7.469
Tajikistan,Europe & Central Asia,,6.911
Tanzania,Sub-Saharan Africa,234.0,6.775
Thailand,East Asia & Pacific,126.8,6.248
Timor-Leste,East Asia & Pacific,,6.084
Togo,Sub-Saharan Africa,249.6,6.873
Tonga,East Asia & Pacific,73.8,6.734
Trinidad and Tobago,Latin America & Caribbean,59.4,4.851
Tunisia,Middle East & North Africa,247.4,7.015
Turkiye,Europe & Central Asia,225.4,6.134
Turkmenistan,Europe & Central Asia,,6.787
Turks and Caicos Islands,Latin America & Caribbean,102.5,5.655
Tuvalu,East Asia & Pacific,141.2,4.509
Uganda,Sub-Saharan Africa,208.7,7.053
Ukraine,Europe & Central Asia,,1.96
United Arab Emirates,Middle East & North Africa,160.4,6.573
United Kingdom,Europe & Central Asia,24.2,2.93
United States,North America,27.7,3.19
Uruguay,Latin America & Caribbean,58.3,2.863
Uzbekistan,Europe & Central Asia,,6.823
Vanuatu,East Asia & Pacific,133.3,6.683
"Venezuela, RB",Latin America & Caribbean,71.2,6.071
Vietnam,East Asia & Pacific,87.2,6.285
Virgin Islands (U.S.),Latin America & Caribbean,,5.016
